iso3,country,age_cat,age_desc,daly_scenario,dalys_death,disc_rate,comment,dalys_case,dalys_hospital,dalys_icu
GHA,ghana,7,30 to 34,high,29.91939026,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx",0.008,0.018,0.15
GHA,ghana,8,35 to 39,high,26.37729893,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx",0.008,0.018,0.15
GHA,ghana,9,40 to 44,high,23.00579745,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx",0.008,0.018,0.15
GHA,ghana,10,45 to 49,high,19.69947738,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx",0.008,0.018,0.15
GHA,ghana,11,50 to 54,high,16.49841428,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx",0.008,0.018,0.15
GHA,ghana,12,55 to 59,high,13.48056199,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx",0.008,0.018,0.15
GHA,ghana,13,60 to 64,high,10.71868817,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx",0.008,0.018,0.15
GHA,ghana,14,65 to 69,high,8.362309269,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx",0.008,0.018,0.15
GHA,ghana,15,70 to 74,high,6.59765783,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx",0.008,0.018,0.15
GHA,ghana,16,75+,high,4.491099588,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx",0.008,0.018,0.15
GHA,ghana,1,0 to 4,low,44.36763373,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx, 50% comorbid with 90 reduction in QoL + 1.5 SMR",0.008,0.018,0.15
GHA,ghana,2,5 to 9,low,41.43090701,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx, 50% comorbid with 90 reduction in QoL + 1.5 SMR",0.008,0.018,0.15
GHA,ghana,3,10 to 14,low,37.54369738,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx, 50% comorbid with 90 reduction in QoL + 1.5 SMR",0.008,0.018,0.15
GHA,ghana,4,15 to 19,low,33.54817742,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx, 50% comorbid with 90 reduction in QoL + 1.5 SMR",0.008,0.018,0.15
GHA,ghana,5,20 to 24,low,30.19648752,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx, 50% comorbid with 90 reduction in QoL + 1.5 SMR",0.008,0.018,0.15
GHA,ghana,6,25 to 29,low,27.09959736,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx, 50% comorbid with 90 reduction in QoL + 1.5 SMR",0.008,0.018,0.15
GHA,ghana,7,30 to 34,low,24.00022614,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx, 50% comorbid with 90 reduction in QoL + 1.5 SMR",0.008,0.018,0.15
GHA,ghana,8,35 to 39,low,20.98129021,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx, 50% comorbid with 90 reduction in QoL + 1.5 SMR",0.008,0.018,0.15
GHA,ghana,9,40 to 44,low,18.11714069,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx, 50% comorbid with 90 reduction in QoL + 1.5 SMR",0.008,0.018,0.15
GHA,ghana,10,45 to 49,low,15.31657648,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx, 50% comorbid with 90 reduction in QoL + 1.5 SMR",0.008,0.018,0.15
GHA,ghana,11,50 to 54,low,12.61918269,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx, 50% comorbid with 90 reduction in QoL + 1.5 SMR",0.008,0.018,0.15
GHA,ghana,12,55 to 59,low,10.09814279,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx, 50% comorbid with 90 reduction in QoL + 1.5 SMR",0.008,0.018,0.15
GHA,ghana,13,60 to 64,low,7.816569473,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx, 50% comorbid with 90 reduction in QoL + 1.5 SMR",0.008,0.018,0.15
GHA,ghana,14,65 to 69,low,5.899086627,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx, 50% comorbid with 90 reduction in QoL + 1.5 SMR",0.008,0.018,0.15
GHA,ghana,15,70 to 74,low,4.512462578,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx, 50% comorbid with 90 reduction in QoL + 1.5 SMR",0.008,0.018,0.15
GHA,ghana,16,75+,low,3.095988332,0,"Briggs method, UN 2015-2020 LT, average per age group weighted by lx, 50% comorbid with 90 reduction in QoL + 1.5 SMR",0.008,0.018,0.15
